task_name,count,pct
"choose subject matter and suitable form to express personal feelings and experiences or ideas, or to narrate stories or events.",73.0,0.0073
classify and catalog items according to content and purpose.,62.0,0.006200000000000001
"classify, record, and summarize numerical and financial data to compile and keep financial records, using journals and ledgers or computers.",501.0,0.050100000000000006
clean or prepare various foods for cooking or serving.,20.0,0.002
"clean, cut, and cook meat, fish, or poultry.",42.0,0.0042
coach client representatives in effective communication with the public or with employees.,185.0,0.0185
coach senior executives and managers on leadership and performance.,157.0,0.0157
"code, evaluate, or interpret collected study data.",225.0,0.0225
collaborate with artists to achieve appropriate visual style.,51.0,0.0051
collaborate with colleagues and community agencies to address teaching and research issues.,26.0,0.0026
collaborate with colleagues to address teaching and research issues.,85.0,0.0085
"collaborate with colleagues to exchange information, such as selling strategies or marketing information.",56.0,0.0056
collaborate with committees or individuals to address financial or administrative issues pertaining to congregations.,26.0,0.0026
collaborate with computer manufacturers and other users to develop new programming methods.,65.0,0.0065
collaborate with engineers or software developers to select appropriate design solutions or ensure the compatibility of system components.,52.0,0.0052
"collaborate with graphic artists, editors and writers to produce master copies according to design specifications.",54.0,0.005399999999999999
"collaborate with investigators to prepare presentations or reports of clinical study procedures, results, and conclusions.",27.0,0.0026999999999999997
collaborate with management or users to develop e-commerce strategies and to integrate these strategies with web sites.,474.0,0.0474
"collaborate with members of the business community to improve programs, to develop new programs, and to provide student access to learning opportunities such as internships.",15.0,0.0015
collaborate with other health care professionals to develop and revise treatment plans based on identified needs and assessment data.,20.0,0.002
"collaborate with other managers or staff members to formulate and implement policies, procedures, goals, or objectives.",25.0,0.0025
collaborate with other marketing staff to integrate and complement marketing strategies across multiple sales channels.,18.0,0.0018
"collaborate with other researchers in the planning, implementation, and evaluation of surveys.",23.0,0.0023
"collaborate with other teachers and administrators in the development, evaluation, and revision of preschool programs.",50.0,0.005
collaborate with others in the organization to ensure successful implementation of chosen problem solutions.,45.0,0.0045000000000000005
collaborate with research workers in other disciplines.,48.0,0.0048000000000000004
"collaborate with sales teams to understand customer requirements, to promote the sale of company products, and to provide sales support.",57.0,0.0057
collaborate with search engine shopping specialists to place marketing content in desired online locations.,263.0,0.0263
collaborate with senior managers and decision makers to identify and solve a variety of problems and to clarify management objectives.,527.0,0.052700000000000004
"collaborate with social service and health care professionals to advise individuals and families on home management practices such as budget planning, meal preparation, and time management.",40.0,0.004
