styrk08,platform,date_start,soc,task_name,pct,n_classified,directive_share,feedback_loop_share,task_iteration_share,validation_share,learning_share
1344,api,2026-02-05,11-9151,"prepare and maintain records and reports, such as budgets, personnel records, or training manuals.",0.0036,19.0,1.0,0.0,0.0,0.0,0.0
1345,api,2026-02-05,11-9039,"use computer skills and software to manage web sites or databases, publish newsletters, or provide webinars.",0.0803,740.0,0.8919,0.0324,0.0284,0.0,0.0473
1345,api,2026-02-05,11-9032,"evaluate curricula, teaching methods, and programs to determine their effectiveness, efficiency, and utilization, and to ensure that school activities comply with federal, state, and local regulations.",0.0446,433.0,0.6697,0.0,0.097,0.2333,0.0
1345,api,2026-02-05,11-9032,"observe teaching methods and examine learning materials to evaluate and standardize curricula and teaching techniques, and to determine areas where improvement is needed.",0.016,148.0,0.5946,0.0,0.1081,0.2973,0.0
1345,api,2026-02-05,11-9039,analyze data to assess distance learning program status or to inform decisions for distance learning programs.,0.0151,131.0,1.0,0.0,0.0,0.0,0.0
1345,api,2026-02-05,11-9039,provide individual support or counseling in general wellness or nutrition.,0.0093,75.0,0.6133,0.0,0.0,0.0,0.3867
1345,api,2026-02-05,11-9039,"provide technical or logistical support to users of distance learning classrooms, equipment, web sites, or services.",0.0074,49.0,1.0,0.0,0.0,0.0,0.0
1345,api,2026-02-05,11-9039,"communicate to faculty, students, or other users availability of, or changes to, distance learning courses or materials, programs, services, or applications.",0.005,32.0,1.0,0.0,0.0,0.0,0.0
1345,api,2026-02-05,11-9032,"counsel and provide guidance to students regarding personal, academic, vocational, or behavioral issues.",0.0048,19.0,1.0,0.0,0.0,0.0,0.0
1345,api,2026-02-05,11-9039,evaluate the effectiveness of distance learning programs in promoting knowledge or skill acquisition.,0.0037,15.0,1.0,0.0,0.0,0.0,0.0
1345,api,2026-02-05,11-9032,"collect and analyze survey data, regulatory information, and data on demographic and employment trends to forecast enrollment patterns and curriculum change needs.",0.0033,30.0,1.0,0.0,0.0,0.0,0.0
1345,api,2026-02-05,11-9032,"plan and develop instructional methods and content for educational, vocational, or student activity programs.",0.0032,18.0,1.0,0.0,0.0,0.0,0.0
1346,api,2026-02-05,11-3031,develop or analyze information to assess the current or future financial status of firms.,0.0592,532.0,0.8684,0.0,0.1316,0.0,0.0
1346,api,2026-02-05,11-1021,"review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",0.0361,306.0,0.8399,0.0,0.1601,0.0,0.0
1346,api,2026-02-05,11-3031,analyze and classify risks and investments to determine their potential impacts on companies.,0.0334,313.0,0.9297,0.0,0.0703,0.0,0.0
1346,api,2026-02-05,11-3031,establish and maintain relationships with individual or business customers or provide assistance with problems these customers may encounter.,0.0235,135.0,0.8519,0.1481,0.0,0.0,0.0
1346,api,2026-02-05,11-3031,review reports of securities transactions or price lists to analyze market conditions.,0.0226,205.0,1.0,0.0,0.0,0.0,0.0
1346,api,2026-02-05,11-3031,"examine, evaluate, or process loan applications.",0.0168,131.0,1.0,0.0,0.0,0.0,0.0
1346,api,2026-02-05,11-3031,"maintain current knowledge of organizational policies and procedures, federal and state policies and directives, and current accounting standards.",0.0049,41.0,0.5122,0.0,0.0,0.0,0.4878
1346,api,2026-02-05,11-1021,"develop or implement product-marketing strategies, including advertising campaigns or sales promotions.",0.0049,31.0,1.0,0.0,0.0,0.0,0.0
1346,api,2026-02-05,11-3031,"plan, direct, and coordinate risk and insurance programs of establishments to control risks and losses.",0.0048,36.0,1.0,0.0,0.0,0.0,0.0
1346,api,2026-02-05,11-3031,recruit staff members.,0.0043,32.0,1.0,0.0,0.0,0.0,0.0
1346,api,2026-02-05,11-3031,"prepare or direct preparation of financial statements, business activity reports, financial position forecasts, annual budgets, or reports required by regulatory agencies.",0.0035,28.0,1.0,0.0,0.0,0.0,0.0
1346,api,2026-02-05,11-3031,oversee the flow of cash or financial instruments.,0.0024,18.0,1.0,0.0,0.0,0.0,0.0
1346,api,2026-02-05,11-3031,prepare operational or risk reports for management analysis.,0.002,16.0,1.0,0.0,0.0,0.0,0.0
1346,api,2026-02-05,11-1021,monitor suppliers to ensure that they efficiently and effectively provide needed goods or services within budgetary limits.,0.002,19.0,1.0,0.0,0.0,0.0,0.0
1346,api,2026-02-05,11-3031,"receive, record, and authorize requests for disbursements in accordance with company policies and procedures.",0.0019,15.0,1.0,0.0,0.0,0.0,0.0
1349,api,2026-02-05,11-9199,"identify, investigate, or resolve security breaches.",0.5372,4261.0,0.72,0.0444,0.0296,0.191,0.015
1349,api,2026-02-05,11-9199,"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",0.182,1458.0,0.8025,0.0281,0.0295,0.1276,0.0123
1349,api,2026-02-05,11-9199,monitor financial or operational performance of individual investments to ensure portfolios meet risk goals.,0.0918,860.0,0.8512,0.0581,0.057,0.0337,0.0
1349,api,2026-02-05,11-9199,"present investment information, such as product risks, fees, or fund performance statistics.",0.0632,579.0,0.8653,0.0,0.0397,0.0,0.095
1349,api,2026-02-05,11-9199,select specific investments or investment mixes for purchase by an investment fund.,0.0414,383.0,0.9504,0.0496,0.0,0.0,0.0
1349,api,2026-02-05,11-9199,"develop or manage integrated security controls to ensure confidentiality, accountability, recoverability, or audit ability of sensitive information, proprietary information, or information technology resources.",0.0335,224.0,0.933,0.0,0.0,0.067,0.0
1349,api,2026-02-05,11-9199,"collect and analyze security data to determine security needs, security program goals, or program accomplishments.",0.0307,238.0,1.0,0.0,0.0,0.0,0.0
1349,api,2026-02-05,11-9199,select or direct the execution of trades.,0.03,266.0,1.0,0.0,0.0,0.0,0.0
1349,api,2026-02-05,11-9199,assess risks to mitigate potential consequences of incidents and develop a plan to respond to incidents.,0.0298,266.0,0.7218,0.0,0.0564,0.2218,0.0
1349,api,2026-02-05,11-9199,"conduct threat or vulnerability analyses to determine probable frequency, criticality, consequence, or severity of natural or man-made disasters or criminal activity on the organization's profitability or delivery of products or services.",0.0284,259.0,0.8263,0.0,0.0734,0.1004,0.0
1349,api,2026-02-05,11-9199,"perform or evaluate research, such as detailed company or industry analyses, to inform financial forecasting, decision making, or valuation.",0.022,183.0,1.0,0.0,0.0,0.0,0.0
1349,api,2026-02-05,11-9199,verify that software technology is in place to adequately provide oversight and monitoring in all required areas.,0.0197,152.0,0.8684,0.0,0.0,0.1316,0.0
1349,api,2026-02-05,11-9199,identify group or individual target investors for a specific fund.,0.0188,175.0,0.8857,0.0,0.1143,0.0,0.0
1349,api,2026-02-05,11-9199,review materials such as marketing literature or user manuals to ensure that regulatory agency requirements are met.,0.014,129.0,0.5736,0.0,0.1628,0.2636,0.0
1349,api,2026-02-05,11-9199,identify potential for loss and develop strategies to eliminate it.,0.0137,111.0,1.0,0.0,0.0,0.0,0.0
1411,api,2026-02-05,11-9081,"answer inquiries pertaining to hotel policies and services, and resolve occupants' complaints.",0.0126,91.0,1.0,0.0,0.0,0.0,0.0
1411,api,2026-02-05,11-9081,"show, rent, or assign accommodations.",0.0045,37.0,1.0,0.0,0.0,0.0,0.0
1411,api,2026-02-05,11-9081,"coordinate front-office activities of hotels or motels, and resolve problems.",0.0027,23.0,1.0,0.0,0.0,0.0,0.0
1412,api,2026-02-05,11-9051,"investigate and resolve complaints regarding food quality, service, or accommodations.",0.0091,74.0,1.0,0.0,0.0,0.0,0.0
1412,api,2026-02-05,11-9051,"maintain food and equipment inventories, and keep inventory records.",0.0022,18.0,1.0,0.0,0.0,0.0,0.0
1420,api,2026-02-05,11-1021,"review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",0.0361,306.0,0.8399,0.0,0.1601,0.0,0.0
1420,api,2026-02-05,11-1021,"develop or implement product-marketing strategies, including advertising campaigns or sales promotions.",0.0049,31.0,1.0,0.0,0.0,0.0,0.0
1420,api,2026-02-05,11-1021,monitor suppliers to ensure that they efficiently and effectively provide needed goods or services within budgetary limits.,0.002,19.0,1.0,0.0,0.0,0.0,0.0
1431,api,2026-02-05,11-9199,"identify, investigate, or resolve security breaches.",0.5372,4261.0,0.72,0.0444,0.0296,0.191,0.015
1431,api,2026-02-05,11-9199,"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",0.182,1458.0,0.8025,0.0281,0.0295,0.1276,0.0123
1431,api,2026-02-05,11-9199,monitor financial or operational performance of individual investments to ensure portfolios meet risk goals.,0.0918,860.0,0.8512,0.0581,0.057,0.0337,0.0
1431,api,2026-02-05,11-9199,"present investment information, such as product risks, fees, or fund performance statistics.",0.0632,579.0,0.8653,0.0,0.0397,0.0,0.095
1431,api,2026-02-05,11-9199,select specific investments or investment mixes for purchase by an investment fund.,0.0414,383.0,0.9504,0.0496,0.0,0.0,0.0
1431,api,2026-02-05,11-9199,"develop or manage integrated security controls to ensure confidentiality, accountability, recoverability, or audit ability of sensitive information, proprietary information, or information technology resources.",0.0335,224.0,0.933,0.0,0.0,0.067,0.0
1431,api,2026-02-05,11-9199,"collect and analyze security data to determine security needs, security program goals, or program accomplishments.",0.0307,238.0,1.0,0.0,0.0,0.0,0.0
1431,api,2026-02-05,11-9199,select or direct the execution of trades.,0.03,266.0,1.0,0.0,0.0,0.0,0.0
1431,api,2026-02-05,11-9199,assess risks to mitigate potential consequences of incidents and develop a plan to respond to incidents.,0.0298,266.0,0.7218,0.0,0.0564,0.2218,0.0
1431,api,2026-02-05,11-9199,"conduct threat or vulnerability analyses to determine probable frequency, criticality, consequence, or severity of natural or man-made disasters or criminal activity on the organization's profitability or delivery of products or services.",0.0284,259.0,0.8263,0.0,0.0734,0.1004,0.0
1431,api,2026-02-05,11-9199,"perform or evaluate research, such as detailed company or industry analyses, to inform financial forecasting, decision making, or valuation.",0.022,183.0,1.0,0.0,0.0,0.0,0.0
1431,api,2026-02-05,11-9199,verify that software technology is in place to adequately provide oversight and monitoring in all required areas.,0.0197,152.0,0.8684,0.0,0.0,0.1316,0.0
1431,api,2026-02-05,11-9199,identify group or individual target investors for a specific fund.,0.0188,175.0,0.8857,0.0,0.1143,0.0,0.0
1431,api,2026-02-05,11-9199,review materials such as marketing literature or user manuals to ensure that regulatory agency requirements are met.,0.014,129.0,0.5736,0.0,0.1628,0.2636,0.0
1431,api,2026-02-05,11-9199,identify potential for loss and develop strategies to eliminate it.,0.0137,111.0,1.0,0.0,0.0,0.0,0.0
1439,api,2026-02-05,11-9199,"identify, investigate, or resolve security breaches.",0.5372,4261.0,0.72,0.0444,0.0296,0.191,0.015
1439,api,2026-02-05,11-9199,"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",0.182,1458.0,0.8025,0.0281,0.0295,0.1276,0.0123
1439,api,2026-02-05,11-9199,monitor financial or operational performance of individual investments to ensure portfolios meet risk goals.,0.0918,860.0,0.8512,0.0581,0.057,0.0337,0.0
1439,api,2026-02-05,11-9199,"present investment information, such as product risks, fees, or fund performance statistics.",0.0632,579.0,0.8653,0.0,0.0397,0.0,0.095
1439,api,2026-02-05,11-9199,select specific investments or investment mixes for purchase by an investment fund.,0.0414,383.0,0.9504,0.0496,0.0,0.0,0.0
1439,api,2026-02-05,11-9199,"develop or manage integrated security controls to ensure confidentiality, accountability, recoverability, or audit ability of sensitive information, proprietary information, or information technology resources.",0.0335,224.0,0.933,0.0,0.0,0.067,0.0
1439,api,2026-02-05,11-9199,"collect and analyze security data to determine security needs, security program goals, or program accomplishments.",0.0307,238.0,1.0,0.0,0.0,0.0,0.0
1439,api,2026-02-05,11-9199,select or direct the execution of trades.,0.03,266.0,1.0,0.0,0.0,0.0,0.0
1439,api,2026-02-05,11-9199,assess risks to mitigate potential consequences of incidents and develop a plan to respond to incidents.,0.0298,266.0,0.7218,0.0,0.0564,0.2218,0.0
1439,api,2026-02-05,11-9199,"conduct threat or vulnerability analyses to determine probable frequency, criticality, consequence, or severity of natural or man-made disasters or criminal activity on the organization's profitability or delivery of products or services.",0.0284,259.0,0.8263,0.0,0.0734,0.1004,0.0
